Date,Price,Open,High,Low,Vol.,Change %,Close
2018-01-02,14754.1,13444.9,15306.1,12934.2,13772999.999999998,0.0974,13850.5
2018-01-03,15156.6,14754.1,15435.0,14579.7,10654000.0,0.0273,13444.9
2018-01-04,15180.1,15156.5,15408.7,14244.7,11097000.0,0.0015,14754.1
2018-01-05,16954.8,15180.1,17126.9,14832.4,14196000.0,0.11689999999999999,15156.5
2018-01-06,17172.3,16954.8,17252.8,16286.6,8393000.0,0.0128,15180.1
2018-01-07,16228.2,17174.5,17184.8,15791.1,7901000.000000001,-0.055,16954.8
2018-01-08,14976.2,16228.3,16302.9,13902.3,14244999.999999998,-0.0771,17174.5
2018-01-09,14778.5,14976.2,15324.6,14613.4,7140000.000000001,-0.0132,16228.3
2018-01-10,15043.0,14778.5,15045.4,13613.1,8707000.0,0.0179,14976.2
2018-01-11,13535.4,15046.7,15109.1,13048.3,16781000.0,-0.1002,14778.5
2018-01-12,13886.7,13529.2,14176.4,13410.0,8237000.0,0.026000000000000002,15046.7
2018-01-13,14292.2,13896.0,14640.7,13888.2,6114000.0,0.0292,13529.2
2018-01-14,13695.2,14291.9,14446.1,13094.7,8512000.0,-0.0418,13896.0
2018-01-15,13697.5,13695.5,14396.6,13475.4,7327000.0,0.0002,14291.9
2018-01-16,11362.0,13704.4,13711.0,10050.7,31710000.000000004,-0.1705,13695.5
2018-01-17,11192.3,11357.7,11769.6,9271.3,36180000.0,-0.0149,13704.4
2018-01-18,11245.4,11202.0,12004.7,10660.2,24245000.0,0.004699999999999999,11357.7
2018-01-19,11580.2,11229.6,11973.2,10901.5,17074000.0,0.0298,11202.0
2018-01-20,12858.9,11579.2,13082.2,11567.3,14390000.0,0.1104,11229.6
2018-01-21,11594.9,12857.1,12860.2,11164.5,20696000.0,-0.0983,11579.2
2018-01-22,10864.8,11597.5,11970.9,10136.8,20173000.0,-0.063,12857.1
2018-01-23,10903.2,10869.0,11438.0,10056.6,18837000.0,0.0034999999999999996,11597.5
2018-01-24,11452.3,10899.4,11549.5,10584.5,13606000.0,0.0504,10869.0
2018-01-25,11203.0,11439.9,11740.9,10983.8,18181000.0,-0.0218,10899.4
2018-01-26,11118.1,11203.1,11655.3,10389.4,25391000.0,-0.0076,11439.9
2018-01-27,11467.5,11118.0,11621.7,10908.4,16349000.0,0.031400000000000004,11203.1
2018-01-28,11795.1,11471.2,12112.7,11433.3,15463000.0,0.0286,11118.0
2018-01-29,11244.8,11794.9,11888.1,11119.0,13741999.999999998,-0.0467,11471.2
2018-01-30,10166.0,11244.5,11277.2,9917.7,26472000.000000004,-0.0959,11794.9
2018-01-31,10265.4,10166.3,10397.7,9742.2,20847000.0,0.0098,11244.5
2018-02-01,9181.1,10266.2,10303.0,8789.2,35840000.0,-0.1056,10166.3
2018-02-02,8893.2,9179.8,9201.4,7915.8,51940000.0,-0.031400000000000004,10266.2
2018-02-03,9241.1,8894.4,9506.9,8249.3,24871000.0,0.0391,9179.8
2018-02-04,8222.2,9241.5,9382.1,7932.1,28094000.0,-0.1103,8894.4
2018-02-05,6938.5,8220.8,8383.2,6651.9,59389000.0,-0.1561,9241.5
2018-02-06,7701.2,6939.3,7896.2,5996.6,88688000.0,0.1099,8220.8
2018-02-07,7594.7,7693.8,8536.5,7196.6,44562000.0,-0.0138,6939.3
2018-02-08,8164.2,7595.1,8489.9,7595.1,29610000.000000004,0.075,7693.8
2018-02-09,8699.8,8163.6,8735.6,7784.6,23394000.0,0.06559999999999999,7595.1
2018-02-10,8559.6,8697.3,9066.6,8172.2,26352999.999999996,-0.0161,8163.6
2018-02-11,8081.9,8559.7,8564.2,7843.7,23620000.0,-0.0558,8697.3
2018-02-12,8903.5,8083.6,8984.9,8083.6,23867000.0,0.1017,8559.7
2018-02-13,8539.2,8906.2,8942.7,8378.0,19587000.0,-0.0409,8083.6
2018-02-14,9476.3,8542.6,9500.0,8541.6,24688000.0,0.1097,8906.2
2018-02-15,10037.3,9475.6,10206.8,9348.5,29127999.999999996,0.0592,8542.6
2018-02-16,10178.7,10031.3,10294.3,9707.7,20644000.0,0.0141,9475.6
2018-02-17,11073.5,10177.3,11095.9,10070.9,22476000.0,0.08789999999999999,10031.3
2018-02-18,10398.8,11073.7,11271.6,10137.2,28891000.000000004,-0.060899999999999996,10177.3
2018-02-19,11169.4,10396.6,11250.5,10324.8,21520000.0,0.0741,11073.7
2018-02-20,11238.7,11169.7,11791.5,11119.9,26756000.0,0.0062,10396.6
2018-02-21,10473.0,11240.9,11289.7,10252.2,32714000.0,-0.0681,11169.7
2018-02-22,9841.7,10470.1,10930.2,9743.9,31663000.0,-0.0603,11240.9
2018-02-23,10170.4,9840.6,10419.1,9597.8,27150000.0,0.0334,10470.1
2018-02-24,9704.3,10163.8,10506.1,9394.5,23916000.0,-0.0458,9840.6
2018-02-25,9585.2,9703.1,9860.3,9330.1,19649000.0,-0.0123,10163.8
2018-02-26,10285.1,9590.9,10378.4,9410.3,23594000.0,0.073,9703.1
2018-02-27,10594.4,10287.8,10867.2,10120.5,20258000.0,0.0301,9590.9
2018-02-28,10333.9,10584.4,11070.7,10303.4,21522000.0,-0.0246,10287.8
2018-03-01,10904.5,10335.1,11047.8,10248.7,18877000.0,0.0552,10584.4
2018-03-02,10827.7,10904.5,11167.0,10677.1,20169000.0,-0.006999999999999999,10335.1
2018-03-03,11402.3,10822.5,11420.7,9585.5,17220000.0,0.053099999999999994,10904.5
2018-03-04,11416.5,11402.8,11490.3,10878.4,15640000.0,0.0012,10822.5
2018-03-05,11330.6,11415.7,11506.9,11281.2,16211000.000000002,-0.0075,11402.8
2018-03-06,10675.1,11314.2,11316.4,10412.0,23065000.0,-0.057800000000000004,11415.7
2018-03-07,9902.9,10779.0,10899.0,9422.1,28454000.000000004,-0.0723,11314.2
2018-03-08,9300.0,9910.7,10109.0,9037.0,25626000.0,-0.060899999999999996,10779.0
2018-03-09,9217.0,9301.9,9420.5,8351.0,37146000.0,-0.0089,9910.7
2018-03-10,8762.0,9216.2,9500.0,8691.1,19873000.0,-0.049400000000000006,9301.9
2018-03-11,9529.6,8732.2,9719.6,8516.4,26658999.999999996,0.0876,9216.2
2018-03-12,9137.4,9535.8,9892.2,8804.1,25791000.000000004,-0.0412,8732.2
2018-03-13,9154.9,9138.7,9482.0,8875.1,23946000.0,0.0019,9535.8
2018-03-14,8210.6,9154.9,9353.4,7958.5,30545000.0,-0.1032,9138.7
2018-03-15,8264.4,8210.2,8427.0,7691.7,32652999.999999996,0.0066,9154.9
2018-03-16,8289.2,8264.3,8604.8,7929.1,23613000.0,0.003,8210.2
2018-03-17,7874.9,8198.0,8344.8,7760.2,20805000.0,-0.05,8264.3
2018-03-18,8201.2,7873.2,8283.6,7323.3,34802000.0,0.0414,8198.0
2018-03-19,8616.8,8200.9,8698.3,8127.7,31695999.999999996,0.0507,7873.2
2018-03-20,8912.6,8614.1,9039.6,8326.8,25344000.0,0.034300000000000004,8200.9
2018-03-21,8905.9,8912.4,9173.4,8775.1,21819000.0,-0.0008,8614.1
2018-03-22,8726.2,8903.7,9096.2,8499.1,22301000.0,-0.0202,8912.4
2018-03-23,8916.8,8725.3,8917.0,8305.6,21011000.0,0.0218,8903.7
2018-03-24,8547.4,8917.3,9008.8,8523.6,17743000.0,-0.0414,8725.3
2018-03-25,8473.2,8549.1,8679.0,8392.2,14952000.000000002,-0.0087,8917.3
2018-03-26,8143.5,8474.0,8515.7,7865.9,24718000.0,-0.038900000000000004,8549.1
2018-03-27,7801.7,8146.5,8218.3,7760.6,22310000.0,-0.042,8474.0
2018-03-28,7954.9,7803.0,8110.4,7754.5,16736000.000000002,0.0196,8146.5
2018-03-29,7129.2,7955.2,7980.7,6954.9,34875000.0,-0.1038,7803.0
2018-03-30,6853.7,7132.4,7288.1,6603.8,41731000.0,-0.038599999999999995,7955.2
2018-03-31,6938.2,6856.5,7221.5,6804.9,24530000.0,0.0123,7132.4
2018-04-01,6825.2,6939.1,7047.7,6460.1,25752999.999999996,-0.0163,6856.5
2018-04-02,7068.4,6825.4,7121.3,6787.6,19931000.0,0.0356,6939.1
2018-04-03,7424.2,7067.2,7519.3,7032.9,23080000.0,0.050300000000000004,6825.4
2018-04-04,6808.9,7423.8,7432.9,6726.9,23951000.0,-0.08289999999999999,7067.2
2018-04-05,6782.0,6808.7,6918.2,6592.5,22170000.0,-0.004,7423.8
2018-04-06,6624.3,6783.7,6859.7,6523.4,17490000.0,-0.0233,6808.7
2018-04-07,6905.7,6624.5,7071.9,6616.1,17710000.0,0.0425,6783.7
2018-04-08,7030.5,6905.9,7113.4,6903.9,13251000.0,0.0181,6624.5
2018-04-09,6781.9,7035.7,7192.5,6633.2,24119000.0,-0.0354,6905.9
2018-04-10,6854.8,6782.6,6899.5,6671.6,13422999.999999998,0.0108,7035.7
2018-04-11,6962.1,6855.6,6988.6,6818.4,14207000.0,0.015600000000000001,6782.6
2018-04-12,7926.6,6963.3,8009.6,6779.3,39830000.0,0.13849999999999998,6855.6
2018-04-13,7887.4,7926.9,8228.0,7756.6,29695000.0,-0.0049,6963.3
2018-04-14,8004.4,7891.1,8180.2,7839.3,16471000.0,0.0148,7926.9
2018-04-15,8363.6,8004.6,8411.5,8004.6,16026000.0,0.0449,7891.1
2018-04-16,8070.0,8362.2,8412.9,7908.5,19770000.0,-0.0351,8004.6
2018-04-17,7908.6,8070.0,8171.7,7852.8,16259000.0,-0.02,8362.2
2018-04-18,8178.4,7908.5,8227.6,7895.3,16326000.0,0.0341,8070.0
2018-04-19,8290.8,8179.0,8303.7,8126.7,15508000.000000002,0.0137,7908.5
2018-04-20,8867.0,8292.3,8926.2,8224.5,22596000.0,0.0695,8179.0
2018-04-21,8923.1,8867.0,9027.7,8614.5,20601000.0,0.0063,8292.3
2018-04-22,8806.7,8923.6,9022.3,8766.5,16188999.999999998,-0.013000000000000001,8867.0
2018-04-23,8952.8,8809.3,9001.0,8785.3,14754000.0,0.0166,8923.6
2018-04-24,9645.3,8952.7,9734.8,8937.0,26079000.000000004,0.07730000000000001,8809.3
2018-04-25,8873.1,9645.0,9753.1,8768.1,39567000.0,-0.0801,8952.7
2018-04-26,9287.0,8874.5,9303.6,8669.8,24839000.0,0.0467,9645.0
2018-04-27,8940.9,9282.8,9386.3,8920.2,18491000.0,-0.0373,8874.5
2018-04-28,9352.4,8940.8,9428.9,8895.5,19978000.0,0.046,9282.8
2018-04-29,9415.1,9352.2,9565.1,9182.8,18472000.0,0.0067,8940.8
2018-04-30,9245.1,9415.8,9456.7,9135.4,15683000.000000002,-0.018000000000000002,9352.2
2018-05-01,9074.9,9245.1,9245.1,8851.0,17335000.0,-0.0184,9415.8
2018-05-02,9243.2,9076.8,9265.7,8991.9,13747999.999999998,0.018500000000000003,9245.1
2018-05-03,9749.7,9244.2,9809.4,9171.4,20118000.0,0.0548,9076.8
2018-05-04,9708.6,9747.6,9800.9,9549.0,16155000.000000002,-0.0042,9244.2
2018-05-05,9853.5,9709.5,9992.8,9691.3,15844999.999999998,0.0149,9747.6
2018-05-06,9656.4,9859.6,9957.7,9446.7,15094999.999999998,-0.02,9709.5
2018-05-07,9431.6,9651.1,9675.6,9204.2,16508000.000000002,-0.0233,9859.6
2018-05-08,9196.4,9373.9,9404.4,9079.8,15744999.999999998,-0.024900000000000002,9651.1
2018-05-09,9319.1,9194.9,9377.9,8988.0,14788999.999999998,0.013300000000000001,9373.9
2018-05-10,9025.7,9319.2,9393.3,9013.4,15271000.0,-0.0315,9194.9
2018-05-11,8408.3,9026.0,9028.7,8359.6,27062000.0,-0.0684,9319.2
2018-05-12,8459.5,8409.6,8646.1,8184.1,21087000.0,0.0060999999999999995,9026.0
2018-05-13,8693.5,8489.1,8758.4,8330.0,14980000.000000002,0.0277,8409.6
2018-05-14,8674.1,8693.4,8878.3,8305.1,21205000.0,-0.0022,8489.1
2018-05-15,8477.0,8674.0,8842.1,8436.5,17962000.0,-0.0227,8693.4
2018-05-16,8344.4,8477.0,8496.4,8120.1,18803000.0,-0.015600000000000001,8674.0
2018-05-17,8063.0,8344.6,8458.7,8022.3,15436000.000000002,-0.0337,8477.0
2018-05-18,8245.7,8064.4,8273.6,7939.8,15032000.0,0.0227,8344.6
2018-05-19,8245.1,8244.7,8389.1,8153.2,10789000.0,-0.0001,8064.4
2018-05-20,8529.0,8243.9,8580.4,8184.7,11376000.0,0.0344,8244.7
2018-05-21,8403.3,8529.5,8550.6,8375.5,11552000.0,-0.0147,8243.9
2018-05-22,8006.0,8403.8,8414.5,7979.3,13751000.0,-0.0473,8529.5
2018-05-23,7512.3,8005.7,8047.4,7467.6,23760000.0,-0.0617,8403.8
2018-05-24,7592.9,7512.3,7736.6,7293.4,21111000.0,0.010700000000000001,8005.7
2018-05-25,7477.7,7593.9,7653.4,7355.6,16182000.0,-0.0152,7512.3
2018-05-26,7361.3,7478.5,7619.3,7331.5,10307000.0,-0.015600000000000001,7593.9
2018-05-27,7366.7,7361.9,7411.8,7267.5,10329000.0,0.0007000000000000001,7478.5
2018-05-28,7119.3,7367.3,7446.9,7090.6,15229000.0,-0.0336,7361.9
2018-05-29,7467.7,7119.3,7533.0,7069.8,18697000.0,0.0489,7367.3
